Index,X,Y,Z,E
4907,7098,8765,880,50652
4908,6936,8765,880,50660
4909,6774,8765,880,50669
4910,6612,8765,880,50677
4911,6450,8765,880,50685
4912,6288,8765,880,50693
4913,6126,8765,880,50701
4914,5964,8765,880,50709
4915,5952,8617,880,50718
4916,5952,8455,880,50726
4917,5952,8293,880,50734
4918,5952,8131,880,50742
4919,6014,8035,880,50750
4920,6177,8035,880,50758
4921,6339,8035,880,50767
4922,6501,8035,880,50775
4923,6663,8035,880,50783
4924,6825,8035,880,50791
4925,6987,8035,880,50799
4926,7149,8035,880,50807
4927,7311,8035,880,50816
4928,7473,8035,880,50824
4929,7636,8035,880,50832
4930,7798,8035,880,50840
4931,7960,8035,880,50848
4932,8122,8035,880,50857
4933,8284,8035,880,50865
4934,8446,8035,880,50873
4935,8584,8113,880,50882
4936,8737,8162,880,50890
4937,8900,8162,880,50898
4938,9062,8162,880,50906
4939,9224,8162,880,50914
4940,9386,8162,880,50922
4941,9548,8162,880,50931
4942,9710,8162,880,50939
4943,9872,8162,880,50947
4944,10034,8162,880,50955
4945,10196,8162,880,50964
4946,10359,8162,880,50972
4947,10521,8162,880,50980
