Index,X,Y,Z,E
605,12736,8098,80,4013
606,12898,8098,80,4017
607,13060,8098,80,4021
608,13222,8098,80,4026
609,13384,8098,80,4030
610,13547,8098,80,4034
611,13709,8098,80,4038
612,13871,8098,80,4042
613,13985,8143,80,4046
614,13985,8305,80,4050
615,13985,8467,80,4054
616,13985,8630,80,4058
617,13899,8702,80,4062
618,13737,8702,80,4066
619,13575,8702,80,4070
620,13413,8702,80,4074
621,13251,8702,80,4078
622,13089,8702,80,4083
623,12926,8702,80,4087
624,12764,8702,80,4091
625,12602,8702,80,4095
626,12440,8702,80,4099
627,12278,8702,80,4103
628,12116,8702,80,4107
629,11954,8702,80,4111
630,11792,8702,80,4115
631,11630,8702,80,4119
632,11483,8653,80,4123
633,11335,8589,80,4128
634,11175,8575,80,4132
635,11013,8575,80,4136
636,10850,8575,80,4140
637,10688,8575,80,4144
638,10526,8575,80,4148
639,10364,8575,80,4152
640,10202,8575,80,4156
641,10040,8575,80,4161
642,9878,8575,80,4165
643,9716,8575,80,4169
644,9554,8575,80,4173
645,9391,8575,80,4177
646,9229,8575,80,4181
647,9067,8575,80,4185
648,8905,8575,80,4189
649,8743,8575,80,4193
650,8326,8592,80,4194
651,7841,8612,80,4194
652,7356,8633,80,4194
653,6871,8653,80,4194
654,6386,8673,80,4194
655,6030,8651,80,4195
656,6129,8687,80,4198
657,6057,8591,80,4201
658,6089,8578,80,4204
659,6208,8687,80,4208
660,6152,8595,80,4211
661,6037,8480,80,4216
662,6109,8507,80,4219
663,6224,8622,80,4223
664,6313,8666,80,4226
665,6199,8551,80,4230
666,6084,8437,80,4234
667,6062,8371,80,4237
668,6177,8485,80,4241
669,6292,8600,80,4245
670,6423,8686,80,4248
671,6310,8573,80,4252
672,6197,8458,80,4256
673,6082,8343,80,4260
674,6065,8282,80,4263
675,6179,8397,80,4267
676,6294,8511,80,4272
677,6409,8626,80,4276
678,6490,8662,80,4279
679,6376,8547,80,4283
680,6261,8432,80,4287
681,6146,8318,80,4291
682,6031,8203,80,4295
683,6115,8242,80,4298
684,6229,8357,80,4302
685,6344,8472,80,4306
686,6459,8586,80,4310
687,6593,8687,80,4314
688,6506,8586,80,4318
689,6391,8471,80,4322
690,6276,8358,80,4326
691,6161,8243,80,4330
692,6046,8128,80,4334
693,6150,8187,80,4338
694,6265,8302,80,4342
695,6380,8416,80,4346
696,6494,8531,80,4350
697,6609,8646,80,4355
698,6651,8642,80,4358
699,6537,8527,80,4362
700,6422,8412,80,4366
701,6307,8299,80,4370
702,6192,8184,80,4374
703,6185,8131,80,4377
704,6299,8246,80,4381
705,6414,8360,80,4385
706,6529,8475,80,4389
707,6643,8590,80,4393
708,6781,8687,80,4397
709,6683,8583,80,4401
710,6568,8468,80,4405
711,6453,8354,80,4409
712,6339,8239,80,4413
713,6224,8124,80,4417
714,6335,8191,80,4420
715,6449,8306,80,4424
716,6564,8420,80,4428
717,6679,8534,80,4432
718,6794,8649,80,4437
719,6829,8638,80,4440
720,6714,8524,80,4444
721,6599,8409,80,4448
722,6484,8295,80,4452
723,6369,8180,80,4456
724,6369,8135,80,4459
725,6484,8249,80,4463
726,6599,8364,80,4467
727,6713,8479,80,4471
728,6828,8593,80,4476
729,6967,8687,80,4479
730,6860,8579,80,4483
731,6746,8464,80,4487
732,6631,8350,80,4491
733,6516,8236,80,4495
734,6401,8121,80,4499
735,6519,8195,80,4502
736,6634,8309,80,4506
737,6749,8423,80,4510
738,6864,8538,80,4515
739,6979,8653,80,4519
740,7006,8635,80,4522
741,6891,8520,80,4526
742,6777,8405,80,4530
743,6662,8291,80,4534
744,6547,8176,80,4538
745,6554,8138,80,4541
746,6669,8253,80,4545
747,6783,8368,80,4549
748,6898,8482,80,4554
749,7013,8597,80,4558
750,7149,8687,80,4561
751,7038,8575,80,4565
752,6923,8461,80,4569
753,6808,8347,80,4573
754,6693,8232,80,4577
755,6579,8117,80,4581
756,6704,8198,80,4584
757,6819,8313,80,4588
758,6933,8427,80,4593
759,7048,8542,80,4597
760,7163,8657,80,4601
761,7184,8631,80,4604
762,7069,8516,80,4608
763,6954,8402,80,4612
764,6839,8288,80,4616
765,6724,8173,80,4620
766,6738,8142,80,4623
767,6853,8257,80,4627
768,6968,8371,80,4631
769,7083,8486,80,4636
770,7197,8601,80,4640
771,7329,8686,80,4643
772,7215,8572,80,4647
773,7100,8457,80,4651
774,6986,8343,80,4656
775,6871,8228,80,4660
776,6756,8114,80,4664
777,6888,8202,80,4667
778,7003,8317,80,4671
779,7118,8430,80,4675
780,7233,8545,80,4679
781,7348,8660,80,4683
782,7361,8628,80,4686
783,7246,8513,80,4690
784,7131,8399,80,4695
785,7016,8284,80,4699
786,6902,8169,80,4703
787,6923,8145,80,4706
788,7038,8260,80,4710
789,7153,8375,80,4714
790,7267,8490,80,4718
791,7382,8604,80,4722
792,7507,8683,80,4725
793,7393,8568,80,4729
794,7278,8453,80,4734
795,7163,8340,80,4738
796,7048,8225,80,4742
797,6937,8113,80,4746
798,7073,8205,80,4749
799,7188,8320,80,4753
800,7303,8434,80,4757
801,7418,8549,80,4761
802,7532,8664,80,4765
803,7538,8624,80,4768
804,7424,8509,80,4773
805,7309,8395,80,4777
806,7194,8280,80,4781
807,7079,8166,80,4785
808,7108,8149,80,4788
809,7222,8264,80,4792
810,7337,8379,80,4796
811,7452,8493,80,4800
812,7567,8608,80,4804
813,7685,8679,80,4807
814,7570,8565,80,4811
815,7455,8450,80,4816
816,7340,8336,80,4820
817,7226,8221,80,4824
818,7119,8113,80,4828
819,7258,8209,80,4831
820,7372,8324,80,4835
821,7487,8438,80,4839
822,7602,8553,80,4843
823,7717,8667,80,4847
824,7716,8620,80,4850
825,7601,8506,80,4855
826,7486,8392,80,4859
827,7371,8277,80,4863
